refName,displayName,shortIdentifier
urn:cspace:core.collectionspace.org:vocabularies:name(materialresource):item:name(granta)'Granta',Granta,granta
urn:cspace:core.collectionspace.org:vocabularies:name(materialtermflag):item:name(abbreviation)'abbreviation',abbreviation,abbreviation
urn:cspace:core.collectionspace.org:vocabularies:name(materialtermflag):item:name(commercial)'commercial',commercial,commercial
urn:cspace:core.collectionspace.org:vocabularies:name(materialtermflag):item:name(common)'common',common,common
urn:cspace:core.collectionspace.org:vocabularies:name(materialtermflag):item:name(scientific)'scientific name',scientific name,scientific
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(cladding)'cladding',cladding,cladding
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(decking)'decking',decking,decking
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(drainage)'drainage',drainage,drainage
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(erosion_control)'erosion control',erosion control,erosion_control
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(filling)'filling',filling,filling
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(finishing)'finishing',finishing,finishing
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(fireproofing)'fireproofing',fireproofing,fireproofing
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(flooring)'flooring',flooring,flooring
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(framing)'framing',framing,framing
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(glazing)'glazing',glazing,glazing
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(packaging)'packaging',packaging,packaging
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(paving)'paving',paving,paving
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(roofing)'roofing',roofing,roofing
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(shingling)'shingling',shingling,shingling
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(sound_control)'sound control',sound control,sound_control
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(thermal_protection)'thermal protection',thermal protection,thermal_protection
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(upholstery)'upholstery',upholstery,upholstery
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(vapor_control)'vapor control',vapor control,vapor_control
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(waterproofing)'waterproofing',waterproofing,waterproofing
urn:cspace:core.collectionspace.org:vocabularies:name(materialuse):item:name(weatherproofing)'weatherproofing',weatherproofing,weatherproofing
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(bending_strength)'bending strength',bending strength,bending_strength
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(compressive_strength)'compressive strength',compressive strength,compressive_strength
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(density)'density',density,density
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(elongation)'elongation',elongation,elongation
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(fatigue_limit)'fatigue limit',fatigue limit,fatigue_limit
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(hardness)'hardness',hardness,hardness
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(shear_strength)'shear strength',shear strength,shear_strength
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(tensile_strength)'tensile strength',tensile strength,tensile_strength
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(yield_strength)'yield strength',yield strength,yield_strength
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalproperties):item:name(youngs_modulus)'young's modulus',young's modulus,youngs_modulus
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalpropertyunits):item:name(HV)'HV',HV,HV
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalpropertyunits):item:name(kg_per_m3)'kg/m?',kg/m?,kg_per_m3
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalpropertyunits):item:name(MPa)'MPa',MPa,MPa
urn:cspace:core.collectionspace.org:vocabularies:name(mechanicalpropertyunits):item:name(pct)'% (percent)',% (percent),pct
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(autoclave_molding)'autoclave molding',autoclave molding,autoclave_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(back_pressure_forming)'back-pressure forming',back-pressure forming,back_pressure_forming
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(blow_molding)'blow molding',blow molding,blow_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(bubble_forming)'bubble forming',bubble forming,bubble_forming
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(cavity_forming)'cavity forming',cavity forming,cavity_forming
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(cip)'cold isostatic pressing (CIP)',cold isostatic pressing (CIP),cip
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(compression_molding)'compression molding',compression molding,compression_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(contact_molding)'contact molding',contact molding,contact_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(diaphragm_forming)'diaphragm forming',diaphragm forming,diaphragm_forming
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(dip_molding)'dip molding',dip molding,dip_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(electroforming)'electroforming',electroforming,electroforming
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(explosive_forming)'explosive forming',explosive forming,explosive_forming
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(foam_molding)'foam molding',foam molding,foam_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(hip)'hot isostatic pressing (HIP)',hot isostatic pressing (HIP),hip
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(hydroforming_or_fluid_forming)'hydroforming or fluid forming',hydroforming or fluid forming,hydroforming_or_fluid_forming
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(injection_molding)'injection molding',injection molding,injection_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(powder_molding)'powder molding',powder molding,powder_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(rotational_molding)'rotational molding',rotational molding,rotational_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(thermoforming)'thermoforming',thermoforming,thermoforming
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(transfer_molding)'transfer molding',transfer molding,transfer_molding
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(vacuum_forming)'vacuum forming',vacuum forming,vacuum_forming
urn:cspace:core.collectionspace.org:vocabularies:name(moldingprocesses):item:name(vip)'vacuum infusion forming (VIP)',vacuum infusion forming (VIP),vip
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(iridescent)'iridescent',iridescent,iridescent
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(light_diffusing)'light diffusing',light diffusing,light_diffusing
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(light_emitting)'light emitting',light emitting,light_emitting
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(prismatic)'prismatic',prismatic,prismatic
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(reflectance_diffuse)'reflectance - diffuse (matte)',reflectance - diffuse (matte),reflectance_diffuse
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(reflectance_medium)'reflectance - medium (satin)',reflectance - medium (satin),reflectance_medium
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(reflectance_specular)'reflectance - specular (glossy)',reflectance - specular (glossy),reflectance_specular
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(transparency_opaque)'transparency - opaque',transparency - opaque,transparency_opaque
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(transparency_translucent)'transparency - translucent',transparency - translucent,transparency_translucent
urn:cspace:core.collectionspace.org:vocabularies:name(opticalproperties):item:name(transparency_transparent)'transparency - transparent',transparency - transparent,transparency_transparent
urn:cspace:core.collectionspace.org:vocabularies:name(orgtermflag):item:name(official)'official name',official name,official
urn:cspace:core.collectionspace.org:vocabularies:name(orgtermflag):item:name(popular)'popular name',popular name,popular
urn:cspace:core.collectionspace.org:vocabularies:name(organizationtype):item:name(corporatebody)'corporate body',corporate body,corporatebody
urn:cspace:core.collectionspace.org:vocabularies:name(organizationtype):item:name(family)'family',family,family
urn:cspace:core.collectionspace.org:vocabularies:name(organizationtype):item:name(repository)'repository',repository,repository
urn:cspace:core.collectionspace.org:vocabularies:name(organizationtype):item:name(studio)'studio',studio,studio
urn:cspace:core.collectionspace.org:vocabularies:name(organizationtype):item:name(workshop)'workshop',workshop,workshop
urn:cspace:core.collectionspace.org:vocabularies:name(otherpartyrole):item:name(conservator)'Conservator',Conservator,conservator
urn:cspace:core.collectionspace.org:vocabularies:name(otherpartyrole):item:name(preparator)'Preparator',Preparator,preparator
urn:cspace:core.collectionspace.org:vocabularies:name(otherpartyrole):item:name(technician)'Technician',Technician,technician
urn:cspace:core.collectionspace.org:vocabularies:name(persontermflag):item:name(birth)'birth name',birth name,birth
urn:cspace:core.collectionspace.org:vocabularies:name(persontermflag):item:name(pseudonym)'pseudonym',pseudonym,pseudonym
urn:cspace:core.collectionspace.org:vocabularies:name(persontermtype):item:name(artist)'Artist',Artist,artist
urn:cspace:core.collectionspace.org:vocabularies:name(persontermtype):item:name(donor)'Donor',Donor,donor
urn:cspace:core.collectionspace.org:vocabularies:name(persontermtype):item:name(employee)'Employee',Employee,employee
urn:cspace:core.collectionspace.org:vocabularies:name(placetermflag):item:name(iso)'ISO 3-number',ISO 3-number,iso
urn:cspace:core.collectionspace.org:vocabularies:name(placetermflag):item:name(official)'official name',official name,official
urn:cspace:core.collectionspace.org:vocabularies:name(placetermflag):item:name(pseudonym)'pseudonym',pseudonym,pseudonym
urn:cspace:core.collectionspace.org:vocabularies:name(placetermflag):item:name(site)'site name',site name,site
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(3d_printing)'3D printing',3D printing,3d_printing
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(contour_crafting)'contour crafting',contour crafting,contour_crafting
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(fdm)'fused deposition modeling (FDM)',fused deposition modeling (FDM),fdm
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(laminated_object_manufacturing)'laminated object manufacturing',laminated object manufacturing,laminated_object_manufacturing
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(physical_vapor_deposition)'physical vapor deposition (PVD)',physical vapor deposition (PVD),physical_vapor_deposition
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(printing)'printing',printing,printing
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(slm)'selective laser melting (SLM)',selective laser melting (SLM),slm
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(sls)'selective laser sintering (SLS)',selective laser sintering (SLS),sls
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(sintering)'sintering',sintering,sintering
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(stl)'stereolithography (STL)',stereolithography (STL),stl
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(vacuum_deposition)'vacuum deposition',vacuum deposition,vacuum_deposition
urn:cspace:core.collectionspace.org:vocabularies:name(rapidprototypingprocesses):item:name(weaving_3d)'weaving (3D)',weaving (3D),weaving_3d
urn:cspace:core.collectionspace.org:vocabularies:name(recycledcontentqualifiers):item:name(postconsumer)'Post-consumer',Post-consumer,postconsumer
urn:cspace:core.collectionspace.org:vocabularies:name(recycledcontentqualifiers):item:name(postindustrial)'Post industrial',Post industrial,postindustrial
urn:cspace:core.collectionspace.org:vocabularies:name(recycledcontentqualifiers):item:name(unknown)'Unknown',Unknown,unknown
urn:cspace:core.collectionspace.org:vocabularies:name(relationtypetype):item:name(exhibition)'Exhibition',Exhibition,exhibition
urn:cspace:core.collectionspace.org:vocabularies:name(relationtypetype):item:name(facsimile)'Facsimile of',Facsimile of,facsimile
urn:cspace:core.collectionspace.org:vocabularies:name(relationtypetype):item:name(magazine)'Magazine (published in)',Magazine (published in),magazine
urn:cspace:core.collectionspace.org:vocabularies:name(relationtypetype):item:name(monography)'Monography (published in)',Monography (published in),monography
urn:cspace:core.collectionspace.org:vocabularies:name(resourceidtype):item:name(isbn)'ISBN',ISBN,isbn
urn:cspace:core.collectionspace.org:vocabularies:name(resourceidtype):item:name(issn)'ISSN',ISSN,issn
urn:cspace:core.collectionspace.org:vocabularies:name(resourceidtype):item:name(permalink)'Permalink',Permalink,permalink
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(smell_odorous)'smell - odorous',smell - odorous,smell_odorous
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(taste_bitter)'taste - bitter',taste - bitter,taste_bitter
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(taste_salty)'taste - salty',taste - salty,taste_salty
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(taste_sour)'taste - sour',taste - sour,taste_sour
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(taste_spicy)'taste - spicy',taste - spicy,taste_spicy
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(taste_sweet)'taste - sweet',taste - sweet,taste_sweet
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(touch_hard)'touch - hard',touch - hard,touch_hard
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(touch_heavy)'touch - heavy',touch - heavy,touch_heavy
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(touch_lightweight)'touch - lightweight',touch - lightweight,touch_lightweight
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(touch_rough)'touch - rough',touch - rough,touch_rough
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(touch_smooth)'touch - smooth',touch - smooth,touch_smooth
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(touch_soft)'touch - soft',touch - soft,touch_soft
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(touch_sticky)'touch - sticky',touch - sticky,touch_sticky
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(vision_colorfulness_intensity_medium)'vision - colorfulness intensity (medium)',vision - colorfulness intensity (medium),vision_colorfulness_intensity_medium
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(vision_colorfulness_low)'vision - colorfulness (low)',vision - colorfulness (low),vision_colorfulness_low
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(vision_colorfulness_medium)'vision - colorfulness (medium)',vision - colorfulness (medium),vision_colorfulness_medium
urn:cspace:core.collectionspace.org:vocabularies:name(sensorialproperties):item:name(vision_intensity_high)'vision - intensity (high)',vision - intensity (high),vision_intensity_high
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(dichroic)'dichroic',dichroic,dichroic
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(electroluminescent)'electroluminescent',electroluminescent,electroluminescent
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(magnetorheological)'magnetorheological',magnetorheological,magnetorheological
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(phase_changing)'phase changing',phase changing,phase_changing
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(photocatalytic)'photocatalytic',photocatalytic,photocatalytic
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(photochromatic)'photochromatic',photochromatic,photochromatic
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(photoluminescent)'photoluminescent',photoluminescent,photoluminescent
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(photovoltaic)'photovoltaic',photovoltaic,photovoltaic
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(self_cleaning)'self-cleaning',self-cleaning,self_cleaning
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(self_healing)'self-healing',self-healing,self_healing
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(self_leveling)'self-leveling',self-leveling,self_leveling
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(shape_memory)'shape memory',shape memory,shape_memory
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(thermochromatic)'thermochromatic',thermochromatic,thermochromatic
urn:cspace:core.collectionspace.org:vocabularies:name(smartmaterialproperties):item:name(time_releasing)'time-releasing',time-releasing,time_releasing
urn:cspace:core.collectionspace.org:vocabularies:name(currency):item:name(AustralianDollar1558591829341)'Australian Dollar',Australian Dollar,AustralianDollar1558591829341
urn:cspace:core.collectionspace.org:vocabularies:name(currency):item:name(CAD)'Canadian Dollar',Canadian Dollar,CAD
urn:cspace:core.collectionspace.org:vocabularies:name(currency):item:name(DKK)'Danish Krone',Danish Krone,DKK
urn:cspace:core.collectionspace.org:vocabularies:name(currency):item:name(EUR)'Euro',Euro,EUR
urn:cspace:core.collectionspace.org:vocabularies:name(currency):item:name(GBP)'Pound Sterling',Pound Sterling,GBP
urn:cspace:core.collectionspace.org:vocabularies:name(currency):item:name(SEK)'Swedish Krona',Swedish Krona,SEK
urn:cspace:core.collectionspace.org:vocabularies:name(currency):item:name(CHF)'Swiss Franc',Swiss Franc,CHF
urn:cspace:core.collectionspace.org:vocabularies:name(currency):item:name(USD)'US Dollar',US Dollar,USD
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(acid_washing)'acid-washing',acid-washing,acid_washing
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(anodizing)'anodizing',anodizing,anodizing
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(calendering)'calendering',calendering,calendering
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(coating)'coating',coating,coating
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(cubic_printing)'cubic printing',cubic printing,cubic_printing
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(etching)'etching',etching,etching
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(flame_hardening)'flame hardening',flame hardening,flame_hardening
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(galvanizing)'galvanizing',galvanizing,galvanizing
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(inkjet_printing)'inkjet printing',inkjet printing,inkjet_printing
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(laser_hardening)'laser hardening',laser hardening,laser_hardening
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(over_mold_surfacing)'over-mold surfacing',over-mold surfacing,over_mold_surfacing
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(pad_printing)'pad printing',pad printing,pad_printing
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(photo_etching)'photo-etching',photo-etching,photo_etching
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(photolithography)'photolithography',photolithography,photolithography
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(sandblasting)'sandblasting',sandblasting,sandblasting
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(silk_screen_printing)'silk screen printing',silk screen printing,silk_screen_printing
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(spraying)'spraying',spraying,spraying
urn:cspace:core.collectionspace.org:vocabularies:name(surfacingprocesses):item:name(spray_painting)'spray painting',spray painting,spray_painting
urn:cspace:core.collectionspace.org:vocabularies:name(taxontermflag):item:name(invalid)'invalid',invalid,invalid
urn:cspace:core.collectionspace.org:vocabularies:name(taxontermflag):item:name(valid)'valid',valid,valid
urn:cspace:core.collectionspace.org:vocabularies:name(treatmentpurpose):item:name(appraisal)'Appraisal',Appraisal,appraisal
urn:cspace:core.collectionspace.org:vocabularies:name(treatmentpurpose):item:name(damage)'Damage',Damage,damage
urn:cspace:core.collectionspace.org:vocabularies:name(treatmentpurpose):item:name(exhibition)'Exhibition',Exhibition,exhibition
urn:cspace:core.collectionspace.org:vocabularies:name(treatmentpurpose):item:name(insurance)'Insurance',Insurance,insurance
urn:cspace:core.collectionspace.org:vocabularies:name(treatmentpurpose):item:name(loanout)'Loan Out',Loan Out,loanout
urn:cspace:core.collectionspace.org:vocabularies:name(treatmentpurpose):item:name(loanreturn)'Loan Return',Loan Return,loanreturn
urn:cspace:core.collectionspace.org:vocabularies:name(treatmentpurpose):item:name(purchase)'Purchase',Purchase,purchase
urn:cspace:core.collectionspace.org:vocabularies:name(uocmethods):item:name(class)'Class',Class,class
urn:cspace:core.collectionspace.org:vocabularies:name(uocmethods):item:name(exhibition)'Exhibition',Exhibition,exhibition
urn:cspace:core.collectionspace.org:vocabularies:name(uocmethods):item:name(publication)'Publication',Publication,publication
urn:cspace:core.collectionspace.org:vocabularies:name(uocmethods):item:name(research)'Research',Research,research
urn:cspace:core.collectionspace.org:vocabularies:name(uocusertypes):item:name(exhibitionorganizer)'Exhibition organizer',Exhibition organizer,exhibitionorganizer
urn:cspace:core.collectionspace.org:vocabularies:name(uocusertypes):item:name(faculty)'Faculty',Faculty,faculty
urn:cspace:core.collectionspace.org:vocabularies:name(uocusertypes):item:name(lecturer)'Lecturer',Lecturer,lecturer
urn:cspace:core.collectionspace.org:vocabularies:name(uocusertypes):item:name(presenter)'Presenter',Presenter,presenter
urn:cspace:core.collectionspace.org:vocabularies:name(uocusertypes):item:name(publisher)'Publisher',Publisher,publisher
urn:cspace:core.collectionspace.org:vocabularies:name(uocusertypes):item:name(researcher)'Researcher',Researcher,researcher
urn:cspace:core.collectionspace.org:vocabularies:name(workcreatortype):item:name(architect)'Architect',Architect,architect
urn:cspace:core.collectionspace.org:vocabularies:name(workcreatortype):item:name(artist)'Artist',Artist,artist
urn:cspace:core.collectionspace.org:vocabularies:name(workcreatortype):item:name(choreographer)'Choreographer',Choreographer,choreographer
urn:cspace:core.collectionspace.org:vocabularies:name(workcreatortype):item:name(composer)'Composer',Composer,composer
urn:cspace:core.collectionspace.org:vocabularies:name(workcreatortype):item:name(director)'Director',Director,director
urn:cspace:core.collectionspace.org:vocabularies:name(workcreatortype):item:name(painter)'Painter',Painter,painter
urn:cspace:core.collectionspace.org:vocabularies:name(workcreatortype):item:name(sculptor)'Sculptor',Sculptor,sculptor
urn:cspace:core.collectionspace.org:vocabularies:name(workcreatortype):item:name(writer)'Writer',Writer,writer
urn:cspace:core.collectionspace.org:vocabularies:name(workpublishertype):item:name(distributor)'Distributor',Distributor,distributor
urn:cspace:core.collectionspace.org:vocabularies:name(workpublishertype):item:name(publisher)'Publisher',Publisher,publisher
urn:cspace:core.collectionspace.org:vocabularies:name(worktermflag):item:name(assigned)'assigned by artist',assigned by artist,assigned
urn:cspace:core.collectionspace.org:vocabularies:name(worktermflag):item:name(collection)'collection',collection,collection
urn:cspace:core.collectionspace.org:vocabularies:name(worktermflag):item:name(generic)'generic',generic,generic
urn:cspace:core.collectionspace.org:vocabularies:name(worktermflag):item:name(popular)'popular',popular,popular
urn:cspace:core.collectionspace.org:vocabularies:name(worktermflag):item:name(series)'series',series,series
urn:cspace:core.collectionspace.org:vocabularies:name(worktermflag):item:name(trade)'trade',trade,trade
urn:cspace:core.collectionspace.org:vocabularies:name(worktype):item:name(built)'Built',Built,built
urn:cspace:core.collectionspace.org:vocabularies:name(worktype):item:name(dance)'Dance',Dance,dance
urn:cspace:core.collectionspace.org:vocabularies:name(worktype):item:name(movable)'Movable',Movable,movable
urn:cspace:core.collectionspace.org:vocabularies:name(worktype):item:name(movingimage)'Moving Image',Moving Image,movingimage
urn:cspace:core.collectionspace.org:vocabularies:name(worktype):item:name(music)'Music',Music,music
urn:cspace:core.collectionspace.org:vocabularies:name(worktype):item:name(performance)'Performance',Performance,performance
urn:cspace:core.collectionspace.org:vocabularies:name(worktype):item:name(theater)'Theater',Theater,theater
